alpha,gamma,qm_energy,energy_rel
0,0,-1142.562283526,9.37084164546394
0,15,-1142.563247235,8.766105574607128
0,30,-1142.564377008,8.05716284914863
0,45,-1142.565652841,7.2565661592088935
0,60,-1142.567743927,5.944390874394718
0,75,-1142.565391067,7.4208317001181445
0,90,-1142.560245368,10.649804133888978
0,105,-1142.554130155,14.487155328404738
0,120,-1142.55430108,14.379898352566961
0,135,-1142.553641471,14.793808936527586
0,150,-1142.554287847,14.38820217909527
0,165,-1142.555859426,13.402022212366337
0,180,-1142.556805327,12.808460821885717
0,195,-1142.55697267,12.703451583199938
0,210,-1142.555366085,13.711598129958942
0,225,-1142.554483219,14.26560449074262
0,240,-1142.554630963,14.17289380115171
0,255,-1142.562324934,9.344857752924888
0,270,-1142.564741794,7.828256351160178
0,285,-1142.5664981,6.7261585293678
0,300,-1142.56639763,6.789204358601992
0,315,-1142.564733886,7.833218692216635
0,330,-1142.563599739,8.544906142121095
0,345,-1142.562322288,9.346518141729131
15,0,-1142.562680992,9.121428153353046
15,15,-1142.564109265,8.225173991332417
15,30,-1142.565801719,7.163143874232721
15,45,-1142.569344049,4.940299918359605
15,60,-1142.568833167,5.2608829711997505
15,75,-1142.56523318,7.519907213672673
15,90,-1142.560162983,10.701501462880046
15,105,-1142.555639265,13.540175221325157
15,120,-1142.554739491,14.104791504365052
15,135,-1142.554163353,14.466323284633528
15,150,-1142.55488374,14.014273958649769
15,165,-1142.556553193,12.966677176087337
15,180,-1142.557666509,12.268061366180024
15,195,-1142.557830995,12.164844920866727
15,210,-1142.556249381,13.15732194030523
15,225,-1142.555408511,13.684975433164906
15,240,-1142.555581647,13.576331034904737
15,255,-1142.55741098,12.428408113450171
15,270,-1142.56632197,6.836681689537693
15,285,-1142.567554731,6.063113067199406
15,300,-1142.566416209,6.777545868909512
15,315,-1142.564038274,8.269721482769995
15,330,-1142.563863516,8.379383700565242
15,345,-1142.56268621,9.11815381134752
30,0,-1142.56381661,8.408817637769202
30,15,-1142.566130589,6.956774989417955
30,30,-1142.567712896,5.963863106132902
30,45,-1142.570878319,3.977531684871325
30,60,-1142.569079381,5.10638147037148
30,75,-1142.566376118,6.802703332131966
30,90,-1142.563610287,8.538287177131899
30,105,-1142.557906063,12.117739075182755
30,120,-1142.556065574,13.272662487058744
30,135,-1142.556715442,12.864864468257892
30,150,-1142.558142745,11.969218990093424
30,165,-1142.559002029,11.430010546430058
30,180,-1142.560116525,10.730654276028744
30,195,-1142.560269646,10.634569470415027
30,210,-1142.558704719,11.61657524733187
30,225,-1142.55785669,12.148721076983719
30,240,-1142.55803184,12.038812875693624
30,255,-1142.559842992,10.90229869527983
30,270,-1142.568405186,5.52944490054747
30,285,-1142.568338457,5.571317948659911
30,300,-1142.56761061,6.028048491787547
30,315,-1142.566295629,6.853210904085436
30,330,-1142.563515826,8.597562304854321
30,345,-1142.563657143,8.508884615474168
45,0,-1142.566751105,6.567395614757435
45,15,-1142.568580479,5.419446965420593
45,30,-1142.569920066,4.578844066733227
45,45,-1142.572667841,2.8545905241225102
45,60,-1142.571231453,3.7559369216157013
45,75,-1142.568330495,5.576314175272053
45,90,-1142.56420606,8.164434257683453
45,105,-1142.560180388,10.690579668810061
45,120,-1142.558378319,11.82139418489986
45,135,-1142.55997376,10.820240598391235
45,150,-1142.561380285,9.937633502170595
45,165,-1142.562690888,9.115218324328124
45,180,-1142.563035679,8.898858868653488
45,195,-1142.563161749,8.819748808974246
45,210,-1142.561578481,9.813263728451506
45,225,-1142.560677137,10.378865200475522
45,240,-1142.565678559,7.240427882771517
45,255,-1142.561641245,9.773878753607313
45,270,-1142.567557058,6.061652853789413
45,285,-1142.567908108,5.841365819299899
45,300,-1142.570577869,4.166066763884058
45,315,-1142.569107807,5.088543899555264
45,330,-1142.566177793,6.927154054654744
45,345,-1142.565516489,7.342128266393723
60,0,-1142.568306552,5.591338623313932
60,15,-1142.569954312,4.557354393493441
60,30,-1142.571684089,3.4719037579773184
60,45,-1142.574076971,1.9703487669799016
60,60,-1142.572978899,2.6593988296933926
60,75,-1142.570135606,4.443590776873706
60,90,-1142.566157537,6.939864876940349
60,105,-1142.561765343,9.696006141716037
60,120,-1142.561457866,9.888950726495521
60,135,-1142.562277712,9.374489982873328
60,150,-1142.563708728,8.476514563748447
60,165,-1142.565580413,7.302015381102807
60,180,-1142.564881242,7.740751476111118
60,195,-1142.565005628,7.662698141541549
60,210,-1142.563369645,8.689292197977657
60,225,-1142.562392275,9.302600669228084
60,240,-1142.566978195,6.424894595976912
60,255,-1142.567800148,5.909111690891561
60,270,-1142.568902941,5.217099158271671
60,285,-1142.571167594,3.7960090189676086
60,300,-1142.572389566,3.0292105911149934
60,315,-1142.570797578,4.028197388989953
60,330,-1142.568394577,5.536102143608898
60,345,-1142.567876025,5.861498190516116
75,0,-1142.568496531,5.472125091021913
75,15,-1142.57002454,4.513285691353238
75,30,-1142.572672419,2.8517177880528926
75,45,-1142.574507121,1.7004257707371084
75,60,-1142.57333597,2.435333563521065
75,75,-1142.570679174,4.1024969647542555
75,90,-1142.567495963,6.099990516059391
75,105,-1142.561603162,9.797776178814024
75,120,-1142.561970035,9.567560069409693
75,135,-1142.562170685,9.441650388624328
75,150,-1142.563993415,8.297870909080666
75,165,-1142.565906933,7.097121142395081
75,180,-1142.565072376,7.620813170884194
75,195,-1142.56518124,7.552500031163101
75,210,-1142.563505677,8.603930893689444
75,225,-1142.566697599,6.600971111365205
75,240,-1142.56706771,6.368723127904902
75,255,-1142.567741137,5.946141624538107
75,270,-1142.568320733,5.582439918124146
75,285,-1142.571570125,3.54341719356893
75,300,-1142.572597289,2.8988625391687823
75,315,-1142.570898242,3.965029823013064
75,330,-1142.56897623,5.171109651135329
75,345,-1142.568122181,5.707033085110306
90,0,-1142.566929571,6.4554065936562735
90,15,-1142.568326002,5.579133573212707
90,30,-1142.569426946,4.888281304733955
90,45,-1142.570404063,4.27513159315105
90,60,-1142.568359631,5.558031073069102
90,75,-1142.564333015,8.084768852562373
90,90,-1142.558445497,11.779239385229795
90,105,-1142.556587455,12.94517746266705
90,120,-1142.554925196,13.988259945426536
90,135,-1142.556484515,13.009773239148018
90,150,-1142.559069947,11.38739139030234
90,165,-1142.561097442,10.115120030351736
90,180,-1142.564017079,8.283021536053125
90,195,-1142.564569827,7.93616719130967
90,210,-1142.562400171,9.297645858199992
90,225,-1142.563836535,8.396314520906213
90,240,-1142.564573829,7.93365590031128
90,255,-1142.565555988,7.317342288422997
90,270,-1142.567539964,6.0723794926267365
90,285,-1142.569724633,4.70148003301543
90,300,-1142.570746443,4.060285061798364
90,315,-1142.569008198,5.151049443547028
90,330,-1142.567918671,5.834737441775245
90,345,-1142.566631585,6.642395490436414
105,0,-1142.568149131,5.690121717627973
105,15,-1142.569582023,4.790969091512771
105,30,-1142.570785047,4.036060704293116
105,45,-1142.571494466,3.5908938970022675
105,60,-1142.568922002,5.2051382093008804
105,75,-1142.564697271,7.8561949343937325
105,90,-1142.559105707,11.364951668353488
105,105,-1142.556877996,12.762860370352648
105,120,-1142.555600585,13.564447269438094
105,135,-1142.552539949,15.485023905224972
105,150,-1142.557054649,12.65200902287949
105,165,-1142.562171549,9.441108220874808
105,180,-1142.565614187,7.280821892117692
105,195,-1142.565534802,7.330636694042172
105,210,-1142.563248414,8.765365741472813
105,225,-1142.561703416,9.734865891517213
105,240,-1142.565683871,7.237094554973074
105,255,-1142.566694025,6.6032138284982915
105,270,-1142.568831555,5.261894515711189
105,285,-1142.570972696,3.9183092680608596
105,300,-1142.571695864,3.464514839454985
105,315,-1142.569723248,4.702349133063486
105,330,-1142.569036784,5.133111471211165
105,345,-1142.56789097,5.85212006852659
120,0,-1142.568318587,5.583786552464852
120,15,-1142.569888065,4.598924982184894
120,30,-1142.571251491,3.7433628962722034
120,45,-1142.571748795,3.431300160558756
120,60,-1142.568818836,5.269875802742866
120,75,-1142.564349792,8.074241134114573
120,90,-1142.559336695,11.22000461953381
120,105,-1142.556275416,13.140984743478331
120,120,-1142.55208677,15.769397806356576
120,135,-1142.553261773,15.032072848784878
120,150,-1142.557478043,12.386325477408022
120,165,-1142.562828755,9.028705540931865
120,180,-1142.565953971,7.067604374023021
120,195,-1142.565574892,7.305479858179404
120,210,-1142.563312887,8.724908353817174
120,225,-1142.561561991,9.823611351866056
120,240,-1142.565891463,7.106828706549921
120,255,-1142.56712832,6.330689807420326
120,270,-1142.569560354,4.8045665840553005
120,285,-1142.571637909,3.500882123614043
120,300,-1142.571882766,3.3472321523396045
120,315,-1142.569569024,4.799126081061151
120,330,-1142.564603431,7.91508037886784
120,345,-1142.561970509,9.567262630150292
135,0,-1142.56796405,5.806261710811081
135,15,-1142.569684354,4.726755468109075
135,30,-1142.571296769,3.7149505439028614
135,45,-1142.571810637,3.3924937490292226
135,60,-1142.568383199,5.543241940981885
135,75,-1142.566055768,7.003725840305912
135,90,-1142.560024809,10.78820689149951
135,105,-1142.559964812,10.82585554889736
135,120,-1142.552642394,15.420738745695724
135,135,-1142.55396739,14.589291830735542
135,150,-1142.560729069,10.346277403146683
135,165,-1142.565739369,7.202269060387382
135,180,-1142.566371513,6.8055930111934435
135,195,-1142.565936642,7.078478477485316
135,210,-1142.563627489,8.527492767325885
135,225,-1142.561098431,10.114499423950662
135,240,-1142.561179331,10.063733945814752
135,255,-1142.567689188,5.9787400895498095
135,270,-1142.570416286,4.267461550716135
135,285,-1142.572181909,3.1595172276198324
135,300,-1142.571696283,3.464251913253634
135,315,-1142.569366821,4.926010283433129
135,330,-1142.564944768,7.700888339329233
135,345,-1142.562442252,9.271239652004347
150,0,-1142.567725354,5.956045599073015
150,15,-1142.56962959,4.761120370965942
150,30,-1142.571508332,3.582192857339956
150,45,-1142.572108517,3.2055713680703657
150,60,-1142.569376638,4.919850027522987
150,75,-1142.56669945,6.59980959221934
150,90,-1142.56082332,10.287134052347456
150,105,-1142.562288069,9.367990872119735
150,120,-1142.561968382,9.568597341803406
150,135,-1142.561203694,10.048445944069158
150,150,-1142.56557129,7.307740145664035
150,165,-1142.568638098,5.38329052433865
150,180,-1142.566827692,6.519336582995254
150,195,-1142.566280999,6.862391360832846
150,210,-1142.563841448,8.393231569261845
150,225,-1142.561393398,9.929404976639342
150,240,-1142.561650923,9.767805721524498
150,255,-1142.563151064,8.826453742643363
150,270,-1142.571189916,3.7820017629584424
150,285,-1142.572127635,3.1935746510367995
150,300,-1142.570623046,4.13771778982418
150,315,-1142.569580366,4.792008873915941
150,330,-1142.565548956,7.321754931701568
150,345,-1142.563048511,8.8908066731413
165,0,-1142.568175947,5.673294436175788
165,15,-1142.570186789,4.411472983666473
165,30,-1142.571960413,3.2985079610804804
165,45,-1142.572390565,3.028583709690281
165,60,-1142.571090764,3.8442205353736716
165,75,-1142.567306671,6.218772949661723
165,90,-1142.561121546,10.099994553287846
165,105,-1142.564684489,7.864215754359689
165,120,-1142.561817125,9.66351247059785
165,135,-1142.561265476,10.009677182966813
165,150,-1142.567162653,6.309145540904169
165,165,-1142.568354276,5.561391383754548
165,180,-1142.566729754,6.580793559408076
165,195,-1142.566115114,6.966485691227293
165,210,-1142.563769961,8.438090305153507
165,225,-1142.562180933,9.43521967634179
165,240,-1142.562049882,9.517455358254178
165,255,-1142.568977817,5.170113794468344
165,270,-1142.570772294,4.0440633265478425
165,285,-1142.570675974,4.104504993435042
165,300,-1142.571579152,3.5377526699480257
165,315,-1142.570448275,4.2473881652928345
165,330,-1142.565953565,7.067859142693641
165,345,-1142.563487069,8.615607581093155
180,0,-1142.568625286,5.39133016966088
180,15,-1142.570583026,4.162830700093442
180,30,-1142.572024259,3.258444021401982
180,45,-1142.572004267,3.270989181351385
180,60,-1142.571625384,3.5087416737603445
180,75,-1142.567664023,5.994531353613008
180,90,-1142.561470724,9.880882215779197
180,105,-1142.564507342,7.975377091139523
180,120,-1142.560701396,10.363642459689162
180,135,-1142.564645077,7.888947139054045
180,150,-1142.566753653,6.565796721898242
180,165,-1142.567509893,6.091249315675077
180,180,-1142.56619951,6.913526441713392
180,195,-1142.565686918,7.235182535010028
180,210,-1142.563542176,8.581027442642625
180,225,-1142.562131677,9.466128259652791
180,240,-1142.566824957,6.5210528200805955
180,255,-1142.568315176,5.585926985713878
180,270,-1142.569289548,4.974499786382633
180,285,-1142.570685814,4.098330304970532
180,300,-1142.572292876,3.0898844364450366
180,315,-1142.571042291,3.874637779197339
180,330,-1142.568330545,5.576282799868503
180,345,-1142.56743493,6.138289272897452
195,0,-1142.568935991,5.196359985849063
195,15,-1142.570658472,4.115487655947715
195,30,-1142.57154716,3.5578279378784172
195,45,-1142.572145192,3.182557475466079
195,60,-1142.571786698,3.407515686918968
195,75,-1142.571763073,3.4223405870689607
195,90,-1142.5683114,5.588296459608571
195,105,-1142.563014742,8.911997024614596
195,120,-1142.562995387,8.924142461277862
195,135,-1142.563538215,8.583513005758741
195,150,-1142.565263332,7.500986562219467
195,165,-1142.565587838,7.2973561266843445
195,180,-1142.565686642,7.235355727517276
195,195,-1142.565307065,7.47354371113247
195,210,-1142.563284495,8.742724589267661
195,225,-1142.566253574,6.879600795076943
195,240,-1142.566807878,6.531770046382461
195,255,-1142.567557669,6.061269445707414
195,270,-1142.568846941,5.2522396623256284
195,285,-1142.57091599,3.953892793349418
195,300,-1142.572448289,2.9923613801467392
195,315,-1142.57114389,3.810883492232382
195,330,-1142.568757628,5.308284373636032
195,345,-1142.567383344,6.170659952125536
210,0,-1142.569235957,5.008128621119368
210,15,-1142.570399501,4.277994289182846
210,30,-1142.570384253,4.287562546528801
210,45,-1142.574001769,2.017538698836704
210,60,-1142.573524087,2.3172884530435924
210,75,-1142.572563714,2.919931153899382
210,90,-1142.567916879,5.835861937853608
210,105,-1142.561849293,9.64332676110999
210,120,-1142.561778774,9.687578068292897
210,135,-1142.561929222,9.593170594332605
210,150,-1142.563418983,8.658332158902107
210,165,-1142.564528777,7.961926435719603
210,180,-1142.565243598,7.51336982484685
210,195,-1142.564927858,7.711499516590178
210,210,-1142.562979564,8.93407153619268
210,225,-1142.566429057,6.769483633216826
210,240,-1142.566668104,6.619479489342319
210,255,-1142.567238519,6.261538943054726
210,270,-1142.568783788,5.291868738157577
210,285,-1142.571050432,3.8695292283779588
210,300,-1142.572510382,2.9533974638117337
210,315,-1142.571206339,3.771696182772985
210,330,-1142.569282277,4.9790624042956315
210,345,-1142.567555366,6.062714598917996
225,0,-1142.569201559,5.029713675717211
225,15,-1142.567428432,6.142366826346756
225,30,-1142.569813548,4.645685070356736
225,45,-1142.57487336,1.4706075019691427
225,60,-1142.574553663,1.6712202468191302
225,75,-1142.572963603,2.6689972072954915
225,90,-1142.567854493,5.8750097143787245
225,105,-1142.56155102,9.830495753066058
225,120,-1142.561314134,9.979143850064403
225,135,-1142.56047624,10.504929876056902
225,150,-1142.562440768,9.272170875357139
225,165,-1142.564234579,8.146538328576684
225,180,-1142.566468613,6.744661887183324
225,195,-1142.566663063,6.622642762145333
225,210,-1142.566969127,6.430584847622772
225,225,-1142.56685977,6.499207349290856
225,240,-1142.566836177,6.514012169222527
225,255,-1142.567487523,6.105286692083066
225,270,-1142.569288539,4.975132942973662
225,285,-1142.571578377,3.538238989416447
225,300,-1142.572910109,2.702565173732218
225,315,-1142.571450165,3.6186931732842598
225,330,-1142.569896486,4.59364072884881
225,345,-1142.567969895,5.8025939206857355
240,0,-1142.568365593,5.554289864453792
240,15,-1142.570716903,4.078821677667208
240,30,-1142.573804189,2.1415219271046544
240,45,-1142.575832608,0.8686707488346624
240,60,-1142.575421836,1.1264338757171424
240,75,-1142.572958994,2.671889396366425
240,90,-1142.567940707,5.820909653439643
240,105,-1142.564327882,8.087989856296256
240,120,-1142.559389987,11.186563409858692
240,135,-1142.560847173,10.272166080231719
240,150,-1142.564273558,8.122078655259452
240,165,-1142.566092498,6.980677434786256
240,180,-1142.568206748,5.653966531550757
240,195,-1142.568082696,5.731810278047939
240,210,-1142.568291041,5.6010719153510475
240,225,-1142.56800529,5.780383239667907
240,240,-1142.567776882,5.923711315267392
240,255,-1142.568478483,5.483450373392218
240,270,-1142.570689098,4.096269565377788
240,285,-1142.572897248,2.710635567098313
240,300,-1142.573528537,2.3144960379899415
240,315,-1142.571286129,3.7216272395375682
240,330,-1142.570010355,4.52218690655248
240,345,-1142.568626266,5.3907152109237595
255,0,-1142.567326233,6.206497618725031
255,15,-1142.571149706,3.807233899960946
255,30,-1142.574414255,1.7587000214882784
255,45,-1142.576632601,0.3666679413345444
255,60,-1142.575088611,1.335535562290278
255,75,-1142.57303073,2.6268744106740187
255,90,-1142.568214903,5.648849195698283
255,105,-1142.564944211,7.701237861855548
255,120,-1142.560039812,10.778792373944842
255,135,-1142.562230113,9.404358783781158
255,150,-1142.565870118,7.120222886186379
255,165,-1142.568146956,5.691486549679908
255,180,-1142.570708622,4.0840180796736005
255,195,-1142.57157059,3.5431254019734846
255,210,-1142.570636202,4.129462281405924
255,225,-1142.569864005,4.614022848716737
255,240,-1142.569373404,4.921879391569503
255,255,-1142.570128474,4.448066170959378
255,270,-1142.571433187,3.629347021133982
255,285,-1142.574288874,1.8373777273304255
255,300,-1142.57358001,2.2821962672423663
255,315,-1142.568878989,5.232129253834825
255,330,-1142.570105174,4.462687130700937
255,345,-1142.568319571,5.583169083575597
270,0,-1142.568149668,5.689784745291614
270,15,-1142.571728711,3.443903051296348
270,30,-1142.574990243,1.3972623675731317
270,45,-1142.577216924,0.0
270,60,-1142.575653614,0.9809910947509068
270,75,-1142.573416788,2.3846195411497058
270,90,-1142.568635036,5.385211956979832
270,105,-1142.560266735,10.636396149200515
270,120,-1142.561317045,9.977317171421593
270,135,-1142.563048481,8.890825498497573
270,150,-1142.566495973,6.727493241020913
270,165,-1142.569011782,5.148800451247625
270,180,-1142.566111553,6.968720250829649
270,195,-1142.565996846,7.04069992567136
270,210,-1142.564261989,8.129338306868044
270,225,-1142.570911921,3.9564461274342224
270,240,-1142.563263895,8.755651274649292
270,255,-1142.565118307,7.591991055048214
270,270,-1142.567949263,5.815540686428368
270,285,-1142.570434024,4.256330796076127
270,300,-1142.571555902,3.5523422541433556
270,315,-1142.570262064,4.364237243709073
270,330,-1142.567231631,6.26586122513683
270,345,-1142.569223224,5.016118693184138
285,0,-1142.563359884,8.695417313327388
285,15,-1142.568193206,5.662464258449678
285,30,-1142.575420817,1.1270733074744896
285,45,-1142.575464961,1.0993725500623739
285,60,-1142.575951824,0.7938616358717966
285,75,-1142.572541384,2.9339434297847804
285,90,-1142.566692364,6.604256121053595
285,105,-1142.561274735,10.00386707708535
285,120,-1142.562398558,9.298658030213796
285,135,-1142.563099958,8.858523217597865
285,150,-1142.566205501,6.9097670352441725
285,165,-1142.566567602,6.682545398794833
285,180,-1142.567326158,6.206544681830356
285,195,-1142.567292568,6.227622709096413
285,210,-1142.565576832,7.30426249075244
285,225,-1142.563774329,8.435349345864406
285,240,-1142.564541679,7.953830314613911
285,255,-1142.566328006,6.832894045176743
285,270,-1142.56892433,5.203677368245844
285,285,-1142.571214995,3.76626446481193
285,300,-1142.572330424,3.066322728427277
285,315,-1142.571149085,3.807623583066583
285,330,-1142.56818478,5.66775164929758
285,345,-1142.56821008,5.651875671559189
300,0,-1142.565509892,7.346267943290442
300,15,-1142.568086621,5.7293473051596004
300,30,-1142.574869466,1.4730510219988433
300,45,-1142.574922876,1.4395357663313957
300,60,-1142.575182069,1.2768898261447015
300,75,-1142.571563667,3.547469646781002
300,90,-1142.565679942,7.239560037728188
300,105,-1142.560508229,10.484856490633602
300,120,-1142.561623315,9.78512998998529
300,135,-1142.562140759,9.460429222973838
300,150,-1142.565639812,7.264741973970867
300,165,-1142.56725398,6.2518370264211605
300,180,-1142.566804451,6.5339205196693095
300,195,-1142.566791114,6.542289607299532
300,210,-1142.564981923,7.6775732424513645
300,225,-1142.563267484,8.753399144838069
300,240,-1142.564010018,8.287452377042927
300,255,-1142.565644667,7.261695417748959
300,270,-1142.568091119,5.726524769707128
300,285,-1142.570427341,4.260524438746853
300,300,-1142.571576669,3.539310774725531
300,315,-1142.570551253,4.1827685434366835
300,330,-1142.567859408,5.8719255075869485
300,345,-1142.567849278,5.878282173734479
315,0,-1142.563106059,8.854694785297907
315,15,-1142.565454489,7.381033824295495
315,30,-1142.57243411,3.0012588303317975
315,45,-1142.572151376,3.178676959899206
315,60,-1142.572066088,3.232195947514172
315,75,-1142.568128549,5.703037107824375
315,90,-1142.562164602,9.445467525881737
315,105,-1142.557161985,12.584654716900557
315,120,-1142.558175897,11.94841581171631
315,135,-1142.558651606,11.649904132799751
315,150,-1142.563090806,8.864266180013002
315,165,-1142.564276759,8.120069998933623
315,180,-1142.563674261,8.498142916437432
315,195,-1142.563619361,8.532593160471857
315,210,-1142.561897118,9.613316143241141
315,225,-1142.560280301,10.627883362102184
315,240,-1142.561005824,10.172611149877449
315,255,-1142.562632004,9.152168564175708
315,270,-1142.565205316,7.537392124450756
315,285,-1142.567606352,6.030720425103229
315,300,-1142.568965436,5.1778829832755
315,315,-1142.568012648,5.775766028478539
315,330,-1142.565280708,7.490082965860712
315,345,-1142.565331328,7.458318460336654
330,0,-1142.559463264,11.140581432893395
330,15,-1142.561518906,9.850647577140913
330,30,-1142.568699447,5.344793474756108
330,45,-1142.56826822,5.615392298321389
330,60,-1142.567798534,5.9101244904077275
330,75,-1142.563523023,8.593046122544285
330,90,-1142.557491698,12.37775684202859
330,105,-1142.555864674,13.398729045147217
330,120,-1142.553472601,14.899776381310483
330,135,-1142.553872256,14.64898927197188
330,150,-1142.558707749,11.61467389505169
330,165,-1142.559380427,11.192562395949178
330,180,-1142.559195543,11.3085787698825
330,195,-1142.559168213,11.325728590831314
330,210,-1142.557552724,12.339462477707077
330,225,-1142.556701437,12.87365273189021
330,240,-1142.556821296,12.798440130627023
330,255,-1142.558567251,11.702837654431375
330,270,-1142.561277723,10.001992080189808
330,285,-1142.563747421,8.452234357962102
330,300,-1142.565232609,7.520265521232081
330,315,-1142.564180494,8.180477152762775
330,330,-1142.561344336,9.960191823207646
330,345,-1142.55901942,11.419097537535846
345,0,-1142.556630465,12.918188300640198
345,15,-1142.558341479,11.844511616392934
345,30,-1142.565976072,7.053735797605732
345,45,-1142.567152435,6.315557427830433
345,60,-1142.564643553,7.88990346278675
345,75,-1142.560849748,10.270550244523344
345,90,-1142.55947491,11.13327346303207
345,105,-1142.553084744,15.143160139572384
345,120,-1142.554711611,14.122286455323636
345,135,-1142.55486606,14.025368317724636
345,150,-1142.555386339,13.698888562678064
345,165,-1142.553154532,15.099367541468531
345,180,-1142.559746284,10.962983835652421
345,195,-1142.555512343,13.619819918725552
345,210,-1142.553981037,14.580728215375022
345,225,-1142.553257424,15.034801885386386
345,240,-1142.553400992,14.944711673346609
345,255,-1142.562618914,9.160382657009913
345,270,-1142.558126182,11.979612421608573
345,285,-1142.56649583,6.727582974857696
345,300,-1142.567039177,6.386627842187444
345,315,-1142.560949187,10.208151377074865
345,330,-1142.55814674,11.966712091611582
345,345,-1142.556208136,13.183203549102904
