epsilon,zeta,qm_energy,energy_rel
15,15,-1142.558518289,11.088978230398336
15,30,-1142.562389768,8.659590314553437
15,45,-1142.566192525,6.273326072301263
15,60,-1142.566088213,6.338782791014198
15,75,-1142.560622151,9.768785890632387
15,90,-1142.561720303,9.079685627301751
15,105,-1142.561218021,9.394872102741255
15,120,-1142.558001816,11.413069686193943
15,135,-1142.561915133,8.95742804879728
15,150,-1142.56305478,8.242289299508542
15,165,-1142.564517907,7.324163938815899
15,180,-1142.564456782,7.36252042644215
15,195,-1142.564508421,7.330116489160745
15,210,-1142.562979363,8.289614145657682
15,225,-1142.560146263,10.067409893613506
15,240,-1142.561413006,9.272517260371634
15,255,-1142.561421194,9.267379216655796
15,270,-1142.565441998,6.744288519424504
15,285,-1142.566609879,6.01143268105752
15,300,-1142.567495851,5.455477277243293
15,315,-1142.561559589,9.180535108729812
15,330,-1142.558783004,10.922867185490002
15,345,-1142.555856742,12.759122926751521
15,360,-1142.55698234,12.05280005134179
30,15,-1142.560814392,9.648152932869383
30,30,-1142.563598965,7.90080831429291
30,45,-1142.567012978,5.758484430606526
30,60,-1142.5659143,6.447914763747517
30,75,-1142.56477114,7.165257952239787
30,90,-1142.563050539,8.24495056514136
30,105,-1142.561674189,9.108622577211747
30,120,-1142.562320438,8.703095513578392
30,135,-1142.56302791,8.259150466231054
30,150,-1142.565164581,6.918370183681652
30,165,-1142.567807062,5.260189573953755
30,180,-1142.567731828,5.307399586028879
30,195,-1142.563296661,8.0905067949586
30,210,-1142.563422121,8.011779515858994
30,225,-1142.562609663,8.521604222935546
30,240,-1142.561724929,9.076782770547954
30,255,-1142.563714415,7.828362400201099
30,270,-1142.566529067,6.062142938414697
30,285,-1142.568806322,4.633144930568923
30,300,-1142.568570295,4.781253997329566
30,315,-1142.562107557,8.836680256960259
30,330,-1142.55937828,10.549326137998005
30,345,-1142.559225858,10.64497231475099
30,360,-1142.558868256,10.869370788102815
45,15,-1142.563012328,8.268928311506718
45,30,-1142.566194509,6.272081094342252
45,45,-1142.565722355,6.568361978813318
45,60,-1142.563021183,8.263371719291147
45,75,-1142.5658196,6.507339866104367
45,90,-1142.566338088,6.1819839796337925
45,105,-1142.564511469,7.328203841695336
45,120,-1142.563602188,7.898785852772397
45,135,-1142.565594938,6.648317293022753
45,150,-1142.567592839,5.394616434353998
45,165,-1142.567714828,5.318067239073286
45,180,-1142.566285285,6.215118337371376
45,195,-1142.564756675,7.174334869955731
45,210,-1142.563677537,7.851503677069356
45,225,-1142.563334577,8.066714163788083
45,240,-1142.5644016,7.397147627998004
45,255,-1142.566823705,5.877254941663945
45,270,-1142.569639249,4.110475741776477
45,285,-1142.570336298,3.6730712207667815
45,300,-1142.567942456,5.175228620311363
45,315,-1142.563508598,7.957514420086074
45,330,-1142.563013733,8.268046661411384
45,345,-1142.561034506,9.510029416949699
45,360,-1142.560119791,10.084021311826985
60,15,-1142.564403357,7.396045094787734
60,30,-1142.562584813,8.537197821613947
60,45,-1142.561009197,9.525911042209364
60,60,-1142.56657788,6.031512341504459
60,75,-1142.567545651,5.424227329079388
60,90,-1142.56764074,5.36455812587746
60,105,-1142.567420314,5.502877424674847
60,120,-1142.565440691,6.745108673717465
60,135,-1142.566732096,5.934740413668383
60,150,-1142.568974364,4.527697063165089
60,165,-1142.567687022,5.335515754286228
60,180,-1142.56745009,5.484192716678667
60,195,-1142.566884585,5.839052193686304
60,210,-1142.566139421,6.3066493102478685
60,225,-1142.566256588,6.23312596318302
60,240,-1142.567494362,5.456411638250584
60,255,-1142.569293243,4.327597620813205
60,270,-1142.570596325,3.5099019380441616
60,285,-1142.569985282,3.8933369198905665
60,300,-1142.567183415,5.65153367920392
60,315,-1142.565356897,6.797690162956
60,330,-1142.563174653,8.167067913069584
60,345,-1142.562531156,8.570868072077413
60,360,-1142.563821309,7.761285453120563
75,15,-1142.557301868,11.852293355675403
75,30,-1142.556929782,12.085780669430763
75,45,-1142.563272047,8.105952301509667
75,60,-1142.566075958,6.346472913810114
75,75,-1142.568353132,4.917525734226528
75,90,-1142.570965782,3.278064345410181
75,105,-1142.567592481,5.394841082625796
75,120,-1142.565049634,6.990500460802832
75,135,-1142.566723145,5.940357246681598
75,150,-1142.56587228,6.4742826920136105
75,165,-1142.566867952,5.849489550937637
75,180,-1142.567937811,5.178143399610074
75,195,-1142.568273256,4.967648643093272
75,210,-1142.568222094,4.999753258608186
75,225,-1142.56803268,5.118612248354981
75,240,-1142.567978104,5.152859179483334
75,255,-1142.568314041,4.942055688664584
75,270,-1142.568846271,4.6080765735382085
75,285,-1142.568716157,4.68972427960048
75,300,-1142.568675615,4.715164749385285
75,315,-1142.565051032,6.989623203224046
75,330,-1142.566442901,6.116212878812275
75,345,-1142.565653662,6.611467454552135
75,360,-1142.562991803,8.281807933783023
90,15,-1142.553948948,13.956280831953858
90,30,-1142.559605846,10.406526424810677
90,45,-1142.562813102,8.393944419509156
90,60,-1142.565170531,6.914636505237386
90,75,-1142.568408662,4.882680159565193
90,90,-1142.567653888,5.356307637478115
90,105,-1142.563059782,8.239150499440397
90,120,-1142.563075918,8.22902501414551
90,135,-1142.563247583,8.121303681707404
90,150,-1142.564136818,7.563300716135432
90,165,-1142.567245266,5.612721620010434
90,180,-1142.567411943,5.508130302464701
90,195,-1142.568250161,4.982140963566132
90,210,-1142.567802826,5.262847702074754
90,225,-1142.56647124,6.09842990127243
90,240,-1142.565573193,6.66196247617297
90,255,-1142.565689807,6.58878614176766
90,270,-1142.56654812,6.050187009320138
90,285,-1142.568157449,5.040318577954517
90,300,-1142.566801549,5.8911580309966025
90,315,-1142.568726762,4.6830695465485075
90,330,-1142.567497077,5.454707951212519
90,345,-1142.562660556,8.489668407411331
90,360,-1142.555529664,12.964367315487925
105,15,-1142.564896119,7.086832504916127
105,30,-1142.56655103,6.048360958179693
105,45,-1142.56232338,8.701249382076945
105,60,-1142.565754586,6.5481367362485
105,75,-1142.573959276,1.399619918922912
105,90,-1142.572691319,2.195274348167192
105,105,-1142.570775881,3.397228932089784
105,120,-1142.572445382,2.349602028985851
105,135,-1142.572757667,2.153640381023596
105,150,-1142.571734937,2.795412660550593
105,165,-1142.57342536,1.734657014163687
105,180,-1142.573408803,1.745046680807331
105,195,-1142.573014677,1.992364292907748
105,210,-1142.572451444,2.3457980694207614
105,225,-1142.570722108,3.4309719735408493
105,240,-1142.572853038,2.0937942201575583
105,255,-1142.561690519,9.098375355316843
105,270,-1142.563015721,8.26679917344292
105,285,-1142.565801799,6.518510153821334
105,300,-1142.566789802,5.8985293793100695
105,315,-1142.562786941,8.410360682489975
105,330,-1142.569589896,4.141445193387486
105,345,-1142.566786,5.900915168408901
105,360,-1142.56553008,6.689016271799373
120,15,-1142.564357386,7.424892311003625
120,30,-1142.560723108,9.705434464465387
120,45,-1142.563811116,7.767681652487732
120,60,-1142.566416169,6.1329874494951815
120,75,-1142.565000267,7.021478697589615
120,90,-1142.570438283,3.6090747154638385
120,105,-1142.572705668,2.186270221438848
120,120,-1142.561643082,9.1281424997003
120,135,-1142.56288982,8.34580318408124
120,150,-1142.565033468,7.000644771311314
120,165,-1142.565464468,6.730188392209415
120,180,-1142.565454021,6.736743978746469
120,195,-1142.572526985,2.2983954121224315
120,210,-1142.570602509,3.5060214223346096
120,225,-1142.560776881,9.671691423014321
120,240,-1142.560710272,9.713489169987028
120,255,-1142.562070536,8.8599112676653
120,270,-1142.564178921,7.536880704745101
120,285,-1142.566682443,5.96589811798605
120,300,-1142.567285824,5.587271110045129
120,315,-1142.563360795,8.050262132744487
120,330,-1142.56841197,4.880604359773037
120,345,-1142.565971782,6.411844291488173
120,360,-1142.564429517,7.37962945930928
135,15,-1142.559373143,10.552549651741343
135,30,-1142.561870598,8.9853741620592
135,45,-1142.564963332,7.044655742520647
135,60,-1142.56684396,5.864544746880703
135,75,-1142.565204898,6.8930709033555
135,90,-1142.561366846,9.301483075818403
135,105,-1142.562763685,8.424954031842166
135,120,-1142.563421325,8.012279013019736
135,135,-1142.563774044,7.790944666098686
135,150,-1142.567036294,5.743853430827145
135,165,-1142.567937618,5.178264508850407
135,180,-1142.565836281,6.496872388454212
135,195,-1142.564156836,7.55073924098189
135,210,-1142.562346248,8.686899506210144
135,225,-1142.561411697,9.273338669669323
135,240,-1142.561897871,8.96826010917316
135,255,-1142.562821362,8.388761195195084
135,270,-1142.565934762,6.4350746745481695
135,285,-1142.570289485,3.702446799537509
135,300,-1142.567212445,5.633317092964932
135,315,-1142.5628269,8.385286050435623
135,330,-1142.569328186,4.305670573860093
135,345,-1142.566362621,6.166589301344913
135,360,-1142.56450656,7.331284283472929
150,15,-1142.560812627,9.649260486383922
150,30,-1142.567311054,5.571439058042923
150,45,-1142.57005431,3.850021228719678
150,60,-1142.568181419,5.025277187206135
150,75,-1142.566527986,6.06282127560396
150,90,-1142.564790061,7.153384854456009
150,105,-1142.566061713,6.3554117795792235
150,120,-1142.567006493,5.7625538265250995
150,135,-1142.568912016,4.566820994315022
150,150,-1142.570999169,3.2571137024080947
150,165,-1142.571896153,2.6942481696542684
150,180,-1142.570890886,3.325062259546142
150,195,-1142.567458756,5.4787547236939735
150,210,-1142.567319783,5.56596153198127
150,225,-1142.565457263,6.734709594538364
150,240,-1142.564217718,7.512535237999521
150,255,-1142.566662428,5.978457710632501
150,270,-1142.569502001,4.1966000969291475
150,285,-1142.570436233,3.61036110886422
150,300,-1142.568156571,5.04086953087981
150,315,-1142.563557617,7.926754556404774
150,330,-1142.559836508,10.261783943901797
150,345,-1142.559747175,10.317841205402157
150,360,-1142.559868211,10.241890026009385
165,15,-1142.566608578,6.012249070336298
165,30,-1142.570693956,3.4486376068545455
165,45,-1142.571026706,3.239833987043173
165,60,-1142.568396666,4.890207757536726
165,75,-1142.56794426,5.174096594061956
165,90,-1142.56918119,4.397911886689084
165,105,-1142.567608125,5.385024331775537
165,120,-1142.570269203,3.7151739371699324
165,135,-1142.572205994,2.499820153591971
165,150,-1142.573822349,1.4855428438192828
165,165,-1142.574102064,1.310019163863374
165,180,-1142.572808025,2.122040282688334
165,195,-1142.569443463,4.233333218818658
165,210,-1142.568131083,5.056863480204035
165,225,-1142.568155508,5.041536572883845
165,240,-1142.570968624,3.2762809648585134
165,255,-1142.571841763,2.7283783840588365
165,270,-1142.574147982,1.2812052055581242
165,285,-1142.572118973,2.554426614217795
165,300,-1142.570217074,3.747885353748558
165,315,-1142.565982659,6.405018876081087
165,330,-1142.562414931,8.643800305637646
165,345,-1142.562410559,8.6465437749362
165,360,-1142.561200018,9.406169147362508
180,15,-1142.569717478,4.061386340146585
180,30,-1142.572284671,2.4504496279068184
180,45,-1142.570406364,3.6291041751509536
180,60,-1142.57103538,3.234390974039569
180,75,-1142.570714787,3.435565966857398
180,90,-1142.57198244,2.640102300471911
180,105,-1142.571690918,2.823034979168476
180,120,-1142.572694048,2.1935618760960334
180,135,-1142.574096598,1.3134491280246015
180,150,-1142.575212982,0.6129081206046033
180,165,-1142.575366244,0.5167348363015092
180,180,-1142.57434059,1.1603419521447251
180,195,-1142.57148898,2.9497528917018876
180,210,-1142.57060317,3.5056066389917397
180,225,-1142.572093763,2.5702461160300447
180,240,-1142.572019156,2.6170626801280283
180,255,-1142.573836369,1.4767451676515073
180,270,-1142.575241453,0.5950423118966562
180,285,-1142.575159148,0.6466894401278999
180,300,-1142.57230071,2.4403850110546195
180,315,-1142.567995404,5.142003273874948
180,330,-1142.564381113,7.410003404899126
180,345,-1142.563019082,8.264690115740121
180,360,-1142.567132421,5.683532873180277
195,15,-1142.569893999,3.9506178239842074
195,30,-1142.571999661,2.629295967978306
195,45,-1142.57101042,3.250053598691389
195,60,-1142.572435058,2.3560804318760775
195,75,-1142.574645131,0.9692397338525041
195,90,-1142.573357433,1.7772818180980356
195,105,-1142.571134081,3.1724552081866917
195,120,-1142.573319736,1.8009370248240817
195,135,-1142.574317979,1.174530558191869
195,150,-1142.575194374,0.6245848081509928
195,165,-1142.575503788,0.43042473830895667
195,180,-1142.575063316,0.7068248825799278
195,195,-1142.574196179,1.250961154384383
195,210,-1142.571991254,2.634571436138616
195,225,-1142.571847235,2.724944654883426
195,240,-1142.572677419,2.203996723195232
195,255,-1142.574354199,1.1518021821593898
195,270,-1142.576006384,0.11504122498702214
195,285,-1142.575981938,0.13038130999953138
195,300,-1142.57402952,1.355541176744888
195,315,-1142.570457691,3.596896020747252
195,330,-1142.56716201,5.664965509410247
195,345,-1142.568866359,4.595471172791161
195,360,-1142.568751286,4.667680515923582
210,15,-1142.567016314,5.756391060605503
210,30,-1142.567620879,5.377021082018446
210,45,-1142.570190628,3.7644804567578984
210,60,-1142.572090018,2.572596137351459
210,75,-1142.574372813,1.1401217295988173
210,90,-1142.573076414,1.9536237696971346
210,105,-1142.571100659,3.1934278140568706
210,120,-1142.573111333,1.9317117829434332
210,135,-1142.573748009,1.5321918629312934
210,150,-1142.574315373,1.1761658466162008
210,165,-1142.574633888,0.9762948174076198
210,180,-1142.573047197,1.971957700162273
210,195,-1142.57240427,2.3754001789703794
210,210,-1142.573079716,1.9515517350618408
210,225,-1142.571313202,3.0600551686141655
210,240,-1142.573427127,1.7335482057870997
210,255,-1142.573602627,1.623420376386797
210,270,-1142.575198608,0.621927935034722
210,285,-1142.576189714,0.0
210,300,-1142.574933161,0.7884983165244744
210,315,-1142.571870985,2.710041316081879
210,330,-1142.56798267,5.149993973442083
210,345,-1142.567322442,5.564292985503618
210,360,-1142.566351948,6.173286704985664
225,15,-1142.564775817,7.162323092580075
225,30,-1142.56648643,6.088898039634293
225,45,-1142.569240436,4.360734488560244
225,60,-1142.572601291,2.2517677283761497
225,75,-1142.573697695,1.5637643507345094
225,90,-1142.572707714,2.184986338047922
225,105,-1142.572489989,2.3216107351256965
225,120,-1142.572736972,2.1666266797005083
225,135,-1142.571669472,2.8364925372570773
225,150,-1142.573386163,1.7592534845657053
225,165,-1142.572206822,2.4993005760702283
225,180,-1142.573473631,1.7043665272443054
225,195,-1142.572889338,2.071015643365256
225,210,-1142.570769688,3.401115095320611
225,225,-1142.570690079,3.451070459201382
225,240,-1142.572836348,2.104267345328988
225,255,-1142.57224054,2.478142227645525
225,270,-1142.574427295,1.105933784263381
225,285,-1142.575501586,0.4318065132100742
225,300,-1142.574686473,0.9432972567548231
225,315,-1142.571559219,2.9056772870356826
225,330,-1142.569199078,4.386687005695746
225,345,-1142.568514137,4.816493647755764
225,360,-1142.56456702,7.293345089341681
240,15,-1142.564195691,7.526357378813848
240,30,-1142.566140995,6.305661610968935
240,45,-1142.570789708,3.388552365162341
240,60,-1142.572915821,2.054397322625774
240,75,-1142.570189104,3.765436780490603
240,90,-1142.570277713,3.709833835552751
240,105,-1142.57167644,2.832120054557829
240,120,-1142.5708381,3.358185949600861
240,135,-1142.571048788,3.2259773333134767
240,150,-1142.57150724,2.938294577260979
240,165,-1142.573257053,1.8402711715487658
240,180,-1142.573139326,1.9141459235043405
240,195,-1142.572630831,2.233231112507305
240,210,-1142.570684227,3.4547426419859533
240,225,-1142.570650009,3.4762147448741945
240,240,-1142.572622348,2.2385542712753046
240,255,-1142.571757999,2.7809410479410976
240,270,-1142.573649578,1.5939582012911062
240,285,-1142.574759738,0.8973228098178929
240,300,-1142.574122945,1.296916148462676
240,315,-1142.571299354,3.068744913233928
240,330,-1142.569221647,4.372524755175921
240,345,-1142.565832214,6.499424467534289
240,360,-1142.564198205,7.524779821177706
255,15,-1142.564454996,7.363641157506329
255,30,-1142.570371489,3.650988551515288
255,45,-1142.573386674,1.758932827433486
255,60,-1142.574803167,0.8700707214470104
255,75,-1142.574554811,1.0259163466065309
255,90,-1142.570456993,3.597334021962942
255,105,-1142.569675605,4.087662024566441
255,120,-1142.571985128,2.6384155562830283
255,135,-1142.57229882,2.4415710030780335
255,150,-1142.573198442,1.8770501015388745
255,165,-1142.572352279,2.4080249995093994
255,180,-1142.572222808,2.489269217128671
255,195,-1142.573103089,1.9368849672196842
255,210,-1142.572590267,2.258685387629473
255,225,-1142.570958035,3.2829256575873065
255,240,-1142.571308469,3.0630251686916106
255,255,-1142.571364945,3.027585970516205
255,270,-1142.573178471,1.889582083795958
255,285,-1142.574451849,1.0905259282821818
255,300,-1142.574179738,1.2612780297550685
255,315,-1142.572180915,2.515557451738483
255,330,-1142.569151588,4.416487408132523
255,345,-1142.566091115,6.336961759892663
255,360,-1142.56423625,7.5009062412034995
270,15,-1142.569151975,4.416244562149494
270,30,-1142.571593075,2.8844323422860163
270,45,-1142.573455601,1.7156805145720613
270,60,-1142.574402272,1.12163594199216
270,75,-1142.57336398,1.7731735166048657
270,90,-1142.574275423,1.2012348311492784
270,105,-1142.572559525,2.2779762691870005
270,120,-1142.571984019,2.6391114638238373
270,135,-1142.571101709,3.1927689295835653
270,150,-1142.572325295,2.4249577023574624
270,165,-1142.574115685,1.3014718638496725
270,180,-1142.572573544,2.269179220521589
270,195,-1142.573570998,1.6432678585335707
270,210,-1142.573113414,1.9304059366844144
270,225,-1142.571368493,3.0253595685872576
270,240,-1142.571610678,2.8733863013212013
270,255,-1142.572550384,2.283712329076136
270,270,-1142.574007479,1.3693721025923087
270,285,-1142.575289116,0.5651333504095027
270,300,-1142.574636111,0.9748998649568617
270,315,-1142.572937755,2.040633540102
270,330,-1142.569812163,4.001970650467871
270,345,-1142.56665326,5.98421071308546
270,360,-1142.564878244,7.098049228236055
285,15,-1142.56977808,4.023358039680919
285,30,-1142.570359021,3.6588123337414924
285,45,-1142.570929971,3.3005360702649478
285,60,-1142.572032563,2.6086496669043
285,75,-1142.573717785,1.5511576948400547
285,90,-1142.5730749,1.9545738184062007
285,105,-1142.572404034,2.3755482710977147
285,120,-1142.56974133,4.04641899553321
285,135,-1142.570795434,3.3849592485316875
285,150,-1142.572649817,2.2213172266418404
285,165,-1142.572752875,2.1566474040258656
285,180,-1142.572991274,2.007049885963499
285,195,-1142.57321594,1.8660699490356578
285,210,-1142.573184359,1.8858873107836092
285,225,-1142.571559824,2.9052976441105463
285,240,-1142.57180905,2.748906086044644
285,255,-1142.572645207,2.2242100430724587
285,270,-1142.573712025,1.5547721466937579
285,285,-1142.574443936,1.095491406993137
285,300,-1142.573831059,1.4800772404452223
285,315,-1142.572737957,2.1660085833088893
285,330,-1142.570206432,3.7545633045306714
285,345,-1142.567282692,5.589236468279816
285,360,-1142.569290353,4.3294111217636955
300,15,-1142.566978992,5.779810951519565
300,30,-1142.566075248,6.34691844519685
300,45,-1142.566861532,5.853518158631846
300,60,-1142.567699941,5.327408965497672
300,75,-1142.570477022,3.5847656442833977
300,90,-1142.571629931,2.8613048706124427
300,105,-1142.571223136,3.1165723941983074
300,120,-1142.568808193,4.631970861233101
300,135,-1142.570412295,3.6253824192516015
300,150,-1142.569796408,4.011857054793912
300,165,-1142.569934084,3.925464125775937
300,180,-1142.569386014,4.269382983357317
300,195,-1142.571757939,2.7809786985109652
300,210,-1142.57235179,2.4083318513042564
300,225,-1142.57093901,3.294864016330319
300,240,-1142.57096029,3.281510624918226
300,255,-1142.571114345,3.184839725818803
300,270,-1142.572814519,2.1179652392484845
300,285,-1142.57176775,2.7748222077576856
300,300,-1142.571664191,2.839806412196883
300,315,-1142.571345099,3.040039514121734
300,330,-1142.569677662,4.086371238506834
300,345,-1142.568511215,4.818327229067254
300,360,-1142.566846756,5.86279023172313
315,15,-1142.561873794,8.98336864338787
315,30,-1142.55763061,11.646004792019284
315,45,-1142.562122814,8.827106352093029
315,60,-1142.565998073,6.395346452343981
315,75,-1142.570882139,3.330551080650343
315,90,-1142.56985233,3.97676549649505
315,105,-1142.566577284,6.031886336908321
315,120,-1142.566160396,6.293487308911574
315,135,-1142.566815884,5.882162689444032
315,150,-1142.564901524,7.083440818684452
315,165,-1142.565586558,6.65357581847656
315,180,-1142.566949176,5.7985207598956565
315,195,-1142.569749773,4.041120937002443
315,210,-1142.568996734,4.513659686899779
315,225,-1142.56878061,4.6492794419921175
315,240,-1142.569553658,4.164184864605193
315,255,-1142.5690006,4.511233737078945
315,270,-1142.569086392,4.457398484990986
315,285,-1142.566844813,5.8640094816571855
315,300,-1142.568560372,4.78748076906099
315,315,-1142.56935319,4.289980338818905
315,330,-1142.570685542,3.4539174675314026
315,345,-1142.566572619,6.034813666396987
315,360,-1142.562647956,8.497575020805638
330,15,-1142.554922616,13.345295398852485
330,30,-1142.557705744,11.598857530751259
330,45,-1142.560837704,9.633524443099457
330,60,-1142.566438781,6.118798215945674
330,75,-1142.569260086,4.348403936702139
330,90,-1142.568261259,4.975176868567169
330,105,-1142.563991778,7.654314621499637
330,120,-1142.563946861,7.682500443232768
330,135,-1142.563173125,8.168026746811742
330,150,-1142.561904552,8.964067721507162
330,165,-1142.563455578,7.990784947263402
330,180,-1142.565250531,6.864435785221452
330,195,-1142.567843801,5.2371355207701455
330,210,-1142.567845896,5.235820889335354
330,225,-1142.564402824,7.396379557114638
330,240,-1142.563275327,8.103894072069057
330,255,-1142.563068411,8.233735724328524
330,270,-1142.565057112,6.985807948473729
330,285,-1142.564437143,7.374844075631574
330,300,-1142.566650614,5.985871101889703
330,315,-1142.56745913,5.478520035241674
330,330,-1142.566526895,6.063505887959541
330,345,-1142.562085547,8.850491730091722
330,360,-1142.556262622,12.50442957382109
345,15,-1142.555173379,13.187939359523149
345,30,-1142.557006339,12.037740462882178
345,45,-1142.562463526,8.613306505669515
345,60,-1142.567794464,5.268094932343333
345,75,-1142.568698032,4.701097880223517
345,90,-1142.566505108,6.077177426494398
345,105,-1142.560943018,9.567438960312039
345,120,-1142.56040561,9.904667316921348
345,135,-1142.560564366,9.805046498105481
345,150,-1142.561925588,8.950867442241316
345,165,-1142.562921275,8.326064888487206
345,180,-1142.564648961,7.24192637425374
345,195,-1142.564749078,7.179102055779528
345,210,-1142.564848447,7.116747113924555
345,225,-1142.563339613,8.063554028496887
345,240,-1142.560945647,9.565789239190659
345,255,-1142.560949515,9.563362034365097
345,270,-1142.563456993,7.989897022001751
345,285,-1142.563507574,7.958156989355241
345,300,-1142.565872645,6.474053651225265
345,315,-1142.565913238,6.448581178391867
345,330,-1142.563039533,8.251856929209456
345,345,-1142.55653751,12.331934879878222
345,360,-1142.554406826,13.668958265967861
360,15,-1142.554993149,13.301035306636486
360,30,-1142.559818754,10.272924738722306
360,45,-1142.565083584,6.969196530260249
360,60,-1142.567991935,5.144180102546436
360,75,-1142.566839878,5.867106238496238
360,90,-1142.561397413,9.282302008315979
360,105,-1142.560105473,10.093005985696692
360,120,-1142.559490734,10.478760240820646
360,135,-1142.558661248,10.99927017129315
360,150,-1142.561352697,9.310361700647189
360,165,-1142.564977257,7.035917679648153
360,180,-1142.565891549,6.462191220981672
360,195,-1142.563580307,7.9125163772428495
360,210,-1142.563501435,7.962009267030383
360,225,-1142.561995901,8.90674540182947
360,240,-1142.559736905,10.32428572287938
360,255,-1142.560308347,9.965700724815527
360,270,-1142.563680828,7.849438544960065
360,285,-1142.565061947,6.982773942441777
360,300,-1142.566454623,6.108857218343263
360,315,-1142.565316568,6.8229969733105165
360,330,-1142.55858123,11.049482186351634
360,345,-1142.555884543,12.741677549050397
360,360,-1142.553901074,13.986322197866572
